G2,G3,IncludeG3,Index,M2,mb,mc,Order,RequestedOrder,s0,ThetaDeg,Threshold
0.27771807910503316,0.49918951349683377,True,1.,7.023289145938493,4.20383042462871,1.2708785700080751,total,total,54.85453232668432,43.165012592783285,29.972438575956918
0.3572371610237559,0.33102185567452164,True,2.,8.84614401137762,4.1770771652743734,1.2647122312984878,total,total,54.70498588173951,43.61046934082533,29.61307183665283
0.5330675453335365,0.7524630905055844,True,3.,8.668749761010549,4.170971202821315,1.2755226445871188,total,total,53.77936498051511,43.41325799439933,29.66429522985792
0.3489983693747004,0.2943957052322607,True,4.,7.849594996509384,4.190283124566472,1.2526299425044993,total,total,54.985636025842,43.531124466799625,29.62530265569192
0.5726846128615508,0.7126874161356738,True,5.,8.76071596731212,4.1931207301912385,1.2811068618138388,total,total,54.82051473776737,43.48624208649417,29.967167729069704
0.5513470042875639,0.42150012455700714,True,6.,8.047774955905693,4.17377256885288,1.2687783898931433,total,total,54.75790236982952,43.48486587526234,29.621360938547262
0.48891000659047446,0.6976237581543149,True,7.,7.517248934724121,4.2035850981242335,1.2875979309729786,total,total,53.86154378729754,43.084679317101774,30.153091059045234
0.4345200398110443,0.740518110367134,True,8.,8.305859780878894,4.2010789856438295,1.2606308959513866,total,total,53.12002830830592,43.31936871819045,29.83027483071483
0.6201540597517741,0.6153359916104352,True,9.,8.706977466710097,4.166770519318221,1.2647083643065986,total,total,54.34750525580205,43.594912105706726,29.50096286326232
0.49149952434584854,0.5777758951358118,True,10.,7.28863284481989,4.207787582871825,1.2592829172709983,total,total,54.34812078707924,43.29145755301066,29.888859853531905
0.2378044076827692,0.7303837159546581,True,11.,7.560508974758713,4.206538788433745,1.2867703745489587,total,total,54.849293642957576,43.15297251653691,30.176445560109734
0.708499581916476,0.7267155456825111,True,12.,8.772570698739885,4.175871336864969,1.286874726167397,total,total,53.14031179542553,43.28376450267619,29.841594549175614
0.6430099346754178,0.4227243681336532,True,13.,8.322977609038148,4.185592754250634,1.274946422823528,total,total,53.51053415581212,43.33798523976141,29.817488104361768
0.5873966188902736,0.596306729674328,True,14.,8.51132429927259,4.162846144723481,1.2553357626488215,total,total,54.665197524544475,43.67145789530183,29.35669518137656
0.5295530270322117,0.31411967870039964,True,15.,8.423065248816885,4.167326835350898,1.2740195264418608,total,total,54.517140555750736,43.495568859553906,29.608250228995292
0.5384351294339219,0.8438428271177679,True,16.,7.103615407087324,4.16910505211711,1.252221392170818,total,total,53.137933099848766,43.224944932847066,29.390780415535588
0.46901413131772063,0.7179660837923806,True,17.,8.44368504958512,4.178523271134405,1.2744064975669886,total,total,54.85307256320713,43.49409626969999,29.734443062389833
0.25136699052326644,0.7092608325558012,True,18.,8.745587264812313,4.194561558436891,1.2587714584508594,total,total,53.095706252674695,43.375635256082965,29.738840993078053
0.48166858266609336,0.5125841733166818,True,19.,8.350971852360203,4.172305469853282,1.280283886071791,total,total,54.647756785260164,43.430183591611204,29.730730684347403
0.6985014611951185,0.3802201219705806,True,20.,7.455100811373324,4.201091834674374,1.2702703501742725,total,total,53.76558327524923,43.24499504183019,29.935804157791758
0.4112398209410446,0.673309547890027,True,21.,8.4459873087344,4.20459739862667,1.2752557131176168,total,total,53.33088240917641,43.252798608806636,30.028790126293547
0.33675301224042153,0.6486051094722711,True,22.,7.906885959554631,4.207514518906141,1.2745711745530992,total,total,53.94175007052809,43.227003523311204,30.053263550430476
0.5160295378068958,0.8010979852708453,True,23.,8.639191301208918,4.208257668919075,1.2828135340055635,total,total,54.54205866186271,43.38424878850522,30.15186295558824
0.6803946320271705,0.6015592998928219,True,24.,7.536873356462795,4.162948311763379,1.2580942160529307,total,total,54.15867981979138,43.42957386801042,29.387702088393045
0.49095380857130966,0.7320063491935522,True,25.,7.18517956041136,4.204610421438107,1.2817432025302269,total,total,54.30761896685836,43.10379728727005,30.100076087230473
0.2872368640525189,0.8155241198473732,True,26.,7.1531235049513775,4.1630362453157215,1.2873193264443645,total,total,53.419707977996254,42.97200236629108,29.70637585861622
0.6079682147469948,0.359019539003518,True,27.,8.542553527035853,4.197046403665767,1.2581214222234038,total,total,54.21292118229379,43.55719466975008,29.75885600861638
0.26994187519165225,0.47631281516349616,True,28.,7.9413848081954335,4.1968068152801035,1.2875330922343822,total,total,54.403808483914375,43.2031357525148,30.07798422115599
0.3105736752659354,0.505631713649401,True,29.,8.574303473279699,4.1970725183582,1.2567078095003648,total,total,53.21944779154664,43.394356710634916,29.74371986453708
0.27459085035184705,0.28469515365561204,True,30.,8.667987633008806,4.201144295765013,1.274767598104722,total,total,54.09988206404089,43.381823531622416,29.985611069424024
0.28976862479557264,0.5512002936560955,True,31.,8.217996658183388,4.178739348476224,1.2691372155816754,total,total,53.50493802160186,43.307621673056765,29.679359057211308
0.4313261826725133,0.7790681765790827,True,32.,8.203688920975225,4.1724758016929275,1.2685930283225009,total,total,53.1089205391887,43.2871779740262,29.605230012965464
0.4263692819661992,0.43296569065416757,True,33.,7.182730564527876,4.190596380317958,1.2536167874059163,total,total,54.80645585774024,43.36947577593669,29.63945701561802
0.4974782304407687,0.48082041332991343,True,34.,8.93664208690598,4.191909291203779,1.254459609392816,total,total,53.276396998005474,43.50932213653361,29.662934201385763
0.3838686306858634,0.3968604943478002,True,35.,7.615000868369092,4.202074587049049,1.260638507184013,total,total,54.28754593756347,43.33717617711479,29.841234349905356
0.43254528889407395,0.8379937788447193,True,36.,7.8262052101369015,4.20553346512669,1.2674088759938194,total,total,53.28363415211507,43.20100084576037,29.95309786922964
0.6265079338246368,0.5677830067505942,True,37.,8.387365813616903,4.182604117491199,1.282054744195498,total,total,53.54075168014559,43.29602444693577,29.86249647461095
0.36596230164979465,0.7480663416324901,True,38.,8.71232418911628,4.205722609841222,1.2531940288300651,total,total,53.26496963697073,43.43232805382293,29.79977086796222
0.6973969561494697,0.4243446485868103,True,39.,8.508999153214727,4.194903471308475,1.2557443313083494,total,total,53.416141058986405,43.48855806456279,29.709561468171618
0.6235751441730375,0.5087805286767895,True,40.,7.5883526758171564,4.181788424603308,1.2757461066732632,total,total,54.42846920286306,43.30874939032413,29.78468316007618
0.5568027021443098,0.8555503587611553,True,41.,8.39851071331643,4.178460078986964,1.2833494968981445,total,total,53.79802630074913,43.30460093263718,29.831363843230264
0.541427803099138,0.37797650996704135,True,42.,7.847773111347687,4.167392294227132,1.2761004633204729,total,total,54.334287945164384,43.35661569019584,29.63161340147323
0.7028016954232139,0.35128531949464875,True,43.,8.84673273325524,4.195744341516048,1.2530903509934077,total,total,53.38330312273131,43.55226631802901,29.689799506294616
0.46910257099673164,0.31754461734938905,True,44.,8.915190691715335,4.189000520748952,1.2861875448499713,total,total,53.43449164145821,43.29790676853573,29.977684353676874
0.5366941437080571,0.6275225558063319,True,45.,7.188293465545158,4.191781949428166,1.2840810157097167,total,total,53.60570353708829,43.04555386566905,29.985075212968646
0.7029128735853897,0.5979092444590415,True,46.,7.927622889570346,4.199015726932523,1.28445313747604,total,total,54.36891666782262,43.28927424555673,30.068430786938134
0.6426116972856474,0.638790472241272,True,47.,7.883635685369892,4.186264891112758,1.2894684024833263,total,total,54.61687901168725,43.278982834348064,29.98365510259662
0.34436712824660853,0.5003633474848195,True,48.,8.503123479141241,4.207822222835618,1.2660748586032535,total,total,53.61417793398786,43.35326722712041,29.963549258184987
0.43545411433611775,0.5882315165873551,True,49.,8.772029741704557,4.204601253274833,1.27201535519062,total,total,53.461063597806465,43.34661643609684,29.99332947611964
0.6366225266517673,0.7639185863357554,True,50.,8.772169382907688,4.208854250021477,1.2817524526079418,total,total,53.90857242687244,43.35248574510223,30.146761962959104
0.6224237893287772,0.5144813970493969,True,51.,7.280924810189908,4.165027702384051,1.2743645317367205,total,total,54.55503965990444,43.28980070649239,29.586987876613357
0.25954284605849465,0.6538824943578588,True,52.,8.701028704952307,4.205308047915075,1.2586404483031657,total,total,54.17267726831914,43.49219255473769,29.854733169325577
0.2512067289792622,0.29011504764701956,True,53.,8.031653764181927,4.166753044430101,1.2657343842929643,total,total,54.20745760251986,43.404235745236846,29.51191966323415
0.4148855607332484,0.5670590651944546,True,54.,8.176276591198448,4.184115374049223,1.2517952884594599,total,total,53.045255670048434,43.38405728709272,29.54912473077558
0.4064408232793053,0.41342344920163554,True,55.,8.072318560609453,4.1623374622472085,1.2731888519244932,total,total,53.586105723742605,43.31418873412656,29.544946312053
0.5035410517218556,0.8409873677521413,True,56.,8.543339483909875,4.179222329012588,1.2791574366751415,total,total,54.574662196273295,43.44356417527811,29.79390966646923
0.38397851303767655,0.3369108458862722,True,57.,8.785681025158251,4.206693251453756,1.2632475491480513,total,total,54.7532245196181,43.57121348628818,29.92025236208834
0.5774520684590636,0.28316940210199165,True,58.,8.749172181666193,4.162393869511502,1.28011818831482,total,total,54.4158397741334,43.507784099698874,29.620937499584908
0.5230909686894034,0.4406520117588479,True,59.,7.7710396412939495,4.16057799292424,1.2798312725726442,total,total,54.50128799285785,43.337433895228024,29.598052976104345
0.3145960998239061,0.4865070581358378,True,60.,7.370086737861341,4.209830440910247,1.278314024027142,total,total,54.36760972838396,43.142431120482144,30.119729668022902
0.41375339291600777,0.39441682076903267,True,61.,7.846223630555313,4.171768102336413,1.25481202308205,total,total,54.45346759634229,43.492448542967296,29.44777185758667
0.5929311105100921,0.4657041113966918,True,62.,7.130982419891625,4.1723776804529615,1.2625864085607554,total,total,53.49718713491084,43.219987820523286,29.538834648868704
0.6147076120441299,0.3171599435241748,True,63.,7.872873267412851,4.208353453343176,1.2531155951060753,total,total,53.06523296993827,43.33742622874978,29.827644167169165
0.6790776424053193,0.5173530748695724,True,64.,7.248993502887764,4.198817213503562,1.2616972733119192,total,total,53.484715245486534,43.229892507877075,29.817218460721747
0.44529091788003444,0.5450296563829002,True,65.,8.320510974902746,4.197926878661566,1.2731326245068608,total,total,54.058148660754625,43.35912173705634,29.932492087209557
0.30597463743646225,0.777145962838772,True,66.,7.248953841109347,4.161757479302512,1.2515952107514812,total,total,54.57693829120696,43.37494213542169,29.304387346914805
0.5587860655040787,0.6800354949306493,True,67.,7.912058722336863,4.168286811950845,1.2813005956993153,total,total,54.6258598152325,43.35395148532961,29.698002913619202
0.25639676957184354,0.5772775512806256,True,68.,8.022479416259486,4.174312328484703,1.2608627040345275,total,total,53.26753039190059,43.30578449843349,29.541127634120425
0.49332894751910505,0.49123396216150067,True,69.,7.095659994532152,4.173376741404,1.2867739837467642,total,total,54.438132362495494,43.11207525303465,29.813245941364414
0.2747630768858817,0.6556330005896959,True,70.,8.959606593704589,4.176089059002379,1.2510732763134906,total,total,54.01236953220937,43.61945632812832,29.45409101387121
0.2806923292252732,0.5657397175871702,True,71.,7.484163003458133,4.199505141503343,1.2855429419556932,total,total,54.9042495334112,43.17549795200594,30.085752477857646
0.6457851336622942,0.4247683261826128,True,72.,7.80746470903369,4.208117800654488,1.283855579750183,total,total,53.56049223549676,43.164133546856064,30.16177161107351
0.4332462175063999,0.7423047141600414,True,73.,8.818728431681135,4.161653280982984,1.2509583954955514,total,total,54.30339889990834,43.68262724229441,29.296365160351783
0.600053740911135,0.8366196779606377,True,74.,8.256571189465987,4.163069483089929,1.2680180384488908,total,total,54.753505575612586,43.538256000565376,29.496711666614683
0.6143596386959712,0.36439320979620415,True,75.,8.469700879765686,4.19510829997336,1.2782658361814114,total,total,54.31985226991053,43.41627013150478,29.957824434327993
